name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
Ramayan Hospital,Hospitals,"Mirzapur, Uttar Pradesh",087379 47474,,4.3,,"Pandeypur Rd, Deepnagar, Cheruiram, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1404712, 'longitude': 82.58492609999999}",0x398fc1e7def93981:0xae9680d0bc493b78
CHC Vindhyachal,Hospitals,"Mirzapur, Uttar Pradesh",,,4.1,,"5G64+V2V, Vindhyachal, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.162236399999998, 'longitude': 82.5050566}",0x398febf5c85b9b2b:0x54a7f5850893743b
Padam Hospital,Hospitals,"Mirzapur, Uttar Pradesh",063067 33647,,4.9,,"Varanasi Rd, Jamui, Mirzapur, Uttar Pradesh 231304",Open 24 hours,"{'latitude': 25.121694899999998, 'longitude': 82.9122294}",0x398e3553e0c6cd27:0xf7e85f607a51c4
Kachhwa Christian Hospital,Hospitals,"Mirzapur, Uttar Pradesh",070688 93748,https://eha-health.org/hospitals/kachhwa-christian-hospital,4.1,,"Kachhwa Christian Hospital, Kachhwa Bazaar, Kachhawa Rd, Uttar Pradesh 231501",Open 24 hours,"{'latitude': 25.2094398, 'longitude': 82.7145039}",0x398fc5e7bf1362c9:0x38b4a5e2079e077b
Vindhya Nursing Home,Hospitals,"Mirzapur, Uttar Pradesh",,,4,,"Atal Chauk, Kantit, Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.157710599999998, 'longitude': 82.5036997}",0x398feb00136b6871:0x720b851e9bd5773e
The life hospital & Medical institute,Private Clinics,"Mirzapur, Uttar Pradesh",075819 62364,https://tlhmi.in/,5,,"NH 76, Jangi Rd, near sabri chauraha, in front of oxygen gym, Teliyaganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.136753499999998, 'longitude': 82.5603802}",0x398fc1aeccfd0843:0x3b9a760eb1f50fad
Popular Hospital Mirzapur,Private Clinics,"Mirzapur, Uttar Pradesh",1800 121 141 000,https://www.popularhospital.in/contact-us-mirzapur.php,4.5,,"243/3, Jangi Rd, near Natwan, Police Chowki, Bharuhana, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1426542, 'longitude': 82.54359819999999}",0x398febb7db9b8b71:0x8367e346b16a9a29
Dr. D.D Tripathi Memorial Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",094152 31873,,4.3,,"5H4M+85P, Raj Vijaypur Kothi, Civil Lines Rd, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1558384, 'longitude': 82.5829387}",0x398fc1c822a75e83:0xd4b414943a7d4d70
"Sumangal Hospital (सुमंगल हॉस्पिटल,डॉ.अपूर्व सर्राफ, डॉ.शेफाली सर्राफ) Mirzapur(U.P)",Private Clinics,"Mirzapur, Uttar Pradesh",063876 07770,,4.9,,"Swami Dayanand Marg, Arya Kanya Rd, near Aryakanya School, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.148871, 'longitude': 82.57164879999999}",0x398fc1592f37f2ab:0xbea20b10387e3dd1
Aiva Hospital - Best Eye Specialist | Eye Surgeon | Gynae Doctor in Mirzapur,Private Clinics,"Mirzapur, Uttar Pradesh",073100 10210,,4.7,,"Civil Lines Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.153268699999998, 'longitude': 82.5831912}",0x398fc1c9c6868917:0x1668f94edaae0c67
"City Hospital | Top Ophthalmologist & Gynecologist in Mirzapur | Cataract Surgery, Normal and Cesarean Delivery",Private Clinics,"Mirzapur, Uttar Pradesh",094521 44578,https://cityhospitalmzp.com/,4.8,,"Bariyaghat Rd, Pakki Sarai, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.151491999999998, 'longitude': 82.57202269999999}",0x398fc1d1f07b9d0b:0xe6037c6c0b90428e
Khushboo Child Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",094553 58441,,3.5,,"488 -Avas Vihar Colony, Post. Sadar, Shuklaha Kachahari Rd, near railway station, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.137596199999997, 'longitude': 82.57734599999999}",0x398fc03139c4534d:0xe2147f382e4d1e1d
Srijan hospital,Private Clinics,"Mirzapur, Uttar Pradesh",,,5,,"4HQM+828, Police Line Rd, Vindhyavasini Colony, Hariharpur, Mirzapur, Uttar Pradesh 231001",Closed · Opens 2 pm Thu,"{'latitude': 25.1382954, 'longitude': 82.5825734}",0x398fc1929962edb5:0xf04dbe089637ffe1
Dr.Meena Vishwakarma,Private Clinics,"Mirzapur, Uttar Pradesh",,,2.7,,"5H2C+XQ2, Bariyaghat Rd, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.151808, 'longitude': 82.5720376}",0x398fc1d1e550525d:0x644891acdfb0f7c2
Sri Krishna Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",093892 17051,,4.7,,"Katra Bazirao Rd, Katra Bazirao, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.1423643, 'longitude': 82.5652945}",0x398fc02b1a807b29:0xa309e84956d7afb2
Ramayan Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",087379 47474,,4.3,,"Pandeypur Rd, Deepnagar, Cheruiram, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1404712, 'longitude': 82.58492609999999}",0x398fc1e7def93981:0xae9680d0bc493b78
Mritunjai Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",088081 47820,https://www.facebook.com/profile.php?id=61552649332029&mibextid=LQQJ4d,3.9,,"Badli Katra, Girdhar Ka Chauraha, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1456685, 'longitude': 82.5710126}",0x398fc1d2c8ab5933:0x64380cef29d2d1d6
"Shyam Homeo Clinic, Dr. M.K. DUBEY",Private Clinics,"Mirzapur, Uttar Pradesh",082993 45029,,4.9,,"Aghauli, Mahuaria, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.1449893, 'longitude': 82.57749179999999}",0x398fc1497d2e3151:0xc951f505e2835f37
Omega Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",083036 52372,,5,,"Ghode Sahid ke samne Ghurahupatti galli, Civil Lines Rd, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1570526, 'longitude': 82.5866468}",0x398fc1c0cb0f7ffb:0x668ba7a8a5d61ed0
Complete care polyclinic,Private Clinics,"Mirzapur, Uttar Pradesh",0788 519 7134,,,,"Nayi dashmi sabari, chungi, Sai garden road, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.139729499999998, 'longitude': 82.5585522}",0x398fc02a092cb50f:0x87937dd20459b413
Shreya Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",086018 02831,,2.4,,"116, Station Rd, Pili Kothi, Baraudha, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1341772, 'longitude': 82.5775077}",0x398fc030b065e187:0x3f5a076602542318
LIFE LINE CURE POINT,Private Clinics,"Mirzapur, Uttar Pradesh",094152 32105,,5,,"Pansari Tola, Paira Tola, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.1439579, 'longitude': 82.5662019}",0x398fc02b46e971eb:0x782314f3dcc629eb
DIVISIONAL Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",,,3.7,,"Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1536527, 'longitude': 82.57766509999999}",0x398fc1ced60e7cbf:0x72823c05b6bc96fb
Anand Hospital And Maternity Home,Private Clinics,"Mirzapur, Uttar Pradesh",05442 252 929,,4.1,72,"5H3J+588, Mission Compound Rd, Near ICICI Bank, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10:30 am Thu,"{'latitude': 25.152924499999997, 'longitude': 82.58083359999999}",0x398fc1c97349a497:0xdcda62b860c91884
Dr.Ramashankar Singh Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",095696 03244,,5,,"chunar, Narayanpur, mirzapur, Uttar Pradesh 231305",Open 24 hours,"{'latitude': 25.196263599999998, 'longitude': 83.02455789999999}",0x398e3748c682d8f1:0x9a181045bb070696
Pathkind Labs,Diagnostic Centers,"Mirzapur, Uttar Pradesh",095134 45243,https://nearby.pathkindlabs.com/pathkind-labs-ganesh-ganj-mirzapur-28609/home?utm_source=GMB,4.8,,"Rambagh Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Closed · Opens 7 am Thu,"{'latitude': 25.150745399999998, 'longitude': 82.57479409999999}",0x398fc1cdd625d3a5:0x7a8cbb79c52a620c
Aditya Diagnostic & Satya CT Scan Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",070076 58176,,3.9,,"5H2G+PG6, Rambagh Rd, near LIC office, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 8 am Thu,"{'latitude': 25.151785699999998, 'longitude': 82.5762778}",0x398fc1ce9a82d17f:0xf1c2481f4151ac3e
Mokosh diagnostic center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",073550 56305,http://www.mokoshlab.com/,4.4,,"near TB hospital, Ganesh Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1542334, 'longitude': 82.57902949999999}",0x398fc1bace658285:0x2ff5e0a5ace7f7ea
Rudra Diagnostic Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",081740 71224,https://www.facebook.com/share/16Ggzz6WWy/?mibextid=wwXIfr,4.5,,"Office, Mission compound road, Zila Panchayat Rd, near Icici Bank Front Of, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Closed · Opens 8 am Thu,"{'latitude': 25.1531354, 'longitude': 82.581491}",0x398fc1000780839b:0xeabf89707bd869d
Metropolis Labs | Blood Test & Diagnostic Centre in Mirzapur,Diagnostic Centers,"Mirzapur, Uttar Pradesh",099365 20566,https://www.metropolisindia.com/lab/diagnostic-centre-in-police-line-road-near-surbhi-hotel-mirzapur,4.9,,"Brahmachari Ka Kaun, Police Line Rd, near Surbhi Hotel, Rajarshi Nagar Colony, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1436058, 'longitude': 82.5814774}",0x398fc03519e11d7d:0x4cd772961b291cd1
Niraamaya Diagnostics Mirzapur,Diagnostic Centers,"Mirzapur, Uttar Pradesh",078000 01894,https://www.niraamayadiagnostics.com/,5,,"243/3, Jangi Rd, near Natwan Police Booth, near Popular Hospital, Bharuhana, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1426542, 'longitude': 82.54359819999999}",0x398feb886ae2478d:0x8cf964da0263cd60
SRL Is Now agilus Diagnostics Women Hospital Rambag Road Mirzapur,Diagnostic Centers,"Mirzapur, Uttar Pradesh",096968 90749,,5,,"Rambagh Rd, near Om Sai General Store, Pakki Sarai, Mirzapur, Uttar Pradesh 231001",Closed · Opens 8 am Thu,"{'latitude': 25.152693199999998, 'longitude': 82.576202}",0x398fc11ff750cf1d:0xd387ffafec925488
Rudrapath lab & Rudra Diagnostic Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",081740 71224,,4.5,,"Tahsil chauraha, Pandeypur Rd, Cheruiram, Mirzapur, Uttar Pradesh 231001",Closed · Opens 7 am Thu,"{'latitude': 25.1427141, 'longitude': 82.5813996}",0x398fc1b370c3c2c7:0xc526d1a3468165d6
Thyrocare Aarogyam Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",094152 88181,https://www.thyrocare.com/,4.8,,"Shop No. 139, City Lab, B T C, beside Nand Gopal Primary School, Ganesh Ganj, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.1407112, 'longitude': 82.5626111}",0x398fc11ef2cc475f:0x137bd2e6555315f3
Vindhya Diagnostic Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",,,2.3,,"A/1, Sagra ,Vindhyachal, near Atal Chauraha, Vindhychal, Sagra, laxmipuram, Mirzapur, Uttar Pradesh 231307",Open 24 hours,"{'latitude': 25.151841899999997, 'longitude': 82.5165312}",0x398feb385d5a5f93:0xce8d0a1ea8bdbe87
Anvit Diagnostic Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",,,3.5,,"493, Shuklaha Kachahari Rd, Avas Vikas Colony, Dhauru Pur, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.137621, 'longitude': 82.5775589}",0x398fc1ff44d9f507:0x7dd24c7382fcbd17
National Diagnostic Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",075220 10120,,2.5,,"5H3H+F5H, Rambagh Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Closed · Opens 8 am Thu,"{'latitude': 25.153740799999998, 'longitude': 82.5779159}",0x398fc10019750a41:0x40be55452c59b8aa
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",080 6935 1926,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-mirzapur-collection-centre-medical-laboratory-bharuhana-mirzapur-346959/Home?utm_source=locator&utm_medium=googleplaces,4.7,,"Ground Floor, Kachahari Road, opposite Suresh Utsav Lawn, Avas Vikas Colony, Dhauru Pur, Bharuhana, Mirzapur, Uttar Pradesh 231001",Closed · Opens 7:30 am Thu,"{'latitude': 25.1386438, 'longitude': 82.57787019999999}",0x398fc0314dfca4a9:0xac602907a4b18f9f
Satish Diagnostic Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",063064 37291,,4.6,,"5H3H+F5H, Rambagh Rd, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.1536956, 'longitude': 82.57797529999999}",0x398fc1ced46ee501:0x6cf5ac04e748bb05
Pathkind Labs,Diagnostic Centers,"Mirzapur, Uttar Pradesh",063942 81670,https://nearby.pathkindlabs.com/pathkind-labs-mirzapur-39147/home?utm_source=gbp,5,,"Shahar Kotwali, Sadar Oppsite Mahadev Mandir, Tehsil Road, Aghauli, Mahuaria, Mirzapur, Uttar Pradesh 231001",Closed · Opens 7 am Thu,"{'latitude': 25.1445853, 'longitude': 82.57698479999999}",0x398fc505206b6c53:0xb2d62e533795314d
"Agilus Diagnostics - Mohalla Rambagh, Mirzapur",Diagnostic Centers,"Mirzapur, Uttar Pradesh",079 4272 9033,https://labs.agilusdiagnostics.com/agilus-diagnostics-mohalla-rambagh-mirzapur-diagnostic-centre-kantit-mirzapur-517932/Home,5,,"Tappa – 84, Pargana – Kantit, Sadar Tehsil, No. 449/1, Mohalla Rambagh, Mirzapur, Uttar Pradesh 231001",Closed · Opens 8 am Thu,"{'latitude': 25.1441075, 'longitude': 82.5791861}",0x398fc122b207dfe7:0xa00573aec9272019
S R DIAGNOSTIC CENTRE,Diagnostic Centers,"Mirzapur, Uttar Pradesh",095548 17135,,4.5,,"in front of sent Marry school, Pili Kothi, pilikothi, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.134217399999997, 'longitude': 82.5779034}",0x398fc030b27cc36d:0x24dc64f1b66229b7
Alfa diagnostic center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",094501 64379,,3.7,,"5H3G+7J4, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1531302, 'longitude': 82.5765862}",0x398fc14c80096673:0x38e295b1bd0af7ca
RAAGHAV DIAGNOSTIC CENTRE,Diagnostic Centers,"Mirzapur, Uttar Pradesh",,,3.8,,"5H3H+JFX, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Closed · Opens 6 am Thu,"{'latitude': 25.154094699999998, 'longitude': 82.57875949999999}",0x398fc1002d07a8fd:0xb03969c00c5aa0f7
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",08071 221 625,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-blood-testing-service-civil-line-mirzapur-316567/Home,5,,"Ground Floor, Kachehri Rd, near Petrol Pump, Ganesh Ganj, Mirzapur, Uttar Pradesh 231001",Closed · Opens 7:30 am Thu,"{'latitude': 25.155060799999998, 'longitude': 82.5829736}",0x398fc1b42cc4ca77:0xe372f6e84f168b35
Aqua Jungle Water Park & Resort,Water Parks,"Mirzapur, Uttar Pradesh",080810 26280,https://www.aquajungle.in/,4.4,,"Latifpur, Ahraura Varanasi-Robertsganj Road, near Lakhaniya Dari, Uttar Pradesh 231301",Closed · Opens 8 am Thu,"{'latitude': 24.9854377, 'longitude': 83.0134494}",0x398e4f3dd021f121:0xd5e84aa4ae33626a
Funland Water Park,Water Parks,"Mirzapur, Uttar Pradesh",099556 39444,http://www.funlandwaterpark.com/,4.4,,"2RQX+6Q3, Chaturbhujpur, Uttar Pradesh 231304",,"{'latitude': 25.038266399999998, 'longitude': 82.8485218}",0x398fb573880db343:0xc3d2b85381a3754e
DIVYA WATER PARK & RESORT,Water Parks,"Mirzapur, Uttar Pradesh",077539 69798,,4.5,,"Neta Nagar, Suriyawan, Uttar Pradesh 221404",,"{'latitude': 25.460594699999998, 'longitude': 82.4308064}",0x398fe3ec0e87ff81:0x780313ef39ad4985
Lakhaniya Water Safari & Resort,Water Parks,"Mirzapur, Uttar Pradesh",091125 83886,http://www.lakhaniyawatersafari.com/,4,,"SH 5A, Latifpur, Chunar, Uttar Pradesh 231301",,"{'latitude': 24.987477199999997, 'longitude': 83.0088323}",0x398e4fb442c1718f:0x9c1cb914f4cddfd9
Blue water park,Water Parks,"Mirzapur, Uttar Pradesh",,,4.3,,"V7H9+2RJ, Dewari Purab, Uttar Pradesh 231211",,"{'latitude': 24.8774658, 'longitude': 82.269255}",0x398f87b5a254c67f:0x4bf1625a9367ee81
Laldiggi Park Mirzapur,Water Parks,"Mirzapur, Uttar Pradesh",,,4,,"4HV6+8J7, Lal Diggi, Saket Puri Colony, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1432832, 'longitude': 82.56154939999999}",0x398fea801f1aadff:0xb0e741f1c03dfa1d
Vijaypur natural water falls,Water Parks,"Mirzapur, Uttar Pradesh",,,4.4,,"49CM+GH3, Vijaypur, Uttar Pradesh 231303",,"{'latitude': 25.1212633, 'longitude': 82.3839275}",0x398ff317072c1a4f:0x177901b459388ed0
Varanasi Fun City | Water Park & Rain Dance In Varanasi,Water Parks,"Mirzapur, Uttar Pradesh",099184 04351,http://www.varanasifuncity.com/,4.1,,"Sona Talab, Panchkoshi Rd, in front of St. Mary Convent School, Pandeypur, Daniyalpur, Varanasi, Uttar Pradesh 221007",,"{'latitude': 25.345446499999998, 'longitude': 83.0184721}",0x398e2e5ceabeb383:0x81c07c3408e9ce23
AQUA MANSAROVAR WATER PARK KOCHARI,Water Parks,"Mirzapur, Uttar Pradesh",,,5,,"CM7P+C3M, Murkatiya, Ariyar, Uttar Pradesh 222203",Open 24 hours,"{'latitude': 25.4135875, 'longitude': 82.6851719}",0x398fd9005e7139e3:0xf0ac82f25e20fdc5
Mahaveer Park,Water Parks,"Mirzapur, Uttar Pradesh",,,4.2,,"Civil Lines Rd, Pathanpatti, Mirzapur-cum-Vindhyachal, Madan Patti, Uttar Pradesh 231001",Closed · Opens 6 am Thu,"{'latitude': 25.1586814, 'longitude': 82.58604799999999}",0x398fc1b8345845c7:0x612e1255973a060f
FUNTASIA WATER PARK AND RESORT,Water Parks,"Mirzapur, Uttar Pradesh",096167 86946,https://www.facebook.com/Funtasia-Water-Park-and-Resort-406295296486288/,3.9,,"SH 34, Ratanpura, Jogapur, Uttar Pradesh 221706",Closed · Opens 10 am Thu,"{'latitude': 25.9289308, 'longitude': 83.73646289999999}",0x399222ebbe0c1d39:0xc837fb397ccfe0f1
Mirzapur Club Swimming Pool,Water Parks,"Mirzapur, Uttar Pradesh",,,3.9,,"5HCX+H57, Kirtartara, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.1714125, 'longitude': 82.5979201}",0x398fc1988d7febf7:0x1b6393e93db4086c
Krishna Gokul Water Park,Water Parks,"Mirzapur, Uttar Pradesh",079058 55780,https://krishnagokulwaterpark.com/,3.7,,"Ashapur Chandra chauraha, Balua Rd, near shitla mata mandir, Salarpur, Varanasi, Uttar Pradesh 221007",Temporarily closed,"{'latitude': 25.352828499999998, 'longitude': 83.0274761}",0x398e2f5bd6c8c8d3:0x6229662d60fada43
Hungama Water World,Water Parks,"Mirzapur, Uttar Pradesh",,,3.9,,"FP22+X3, Pipra Saidpur, Bariyavan, Uttar Pradesh 224210",Closed · Opens 10 am Thu,"{'latitude': 26.4524375, 'longitude': 82.7001875}",0x3990ef005d5805a3:0x2ab63ec9fcb6ecea
Lakhaniya Dari Waterfall,Water Parks,"Mirzapur, Uttar Pradesh",,,4.3,,"SH 5A, Latifpur, Uttar Pradesh 231301",Closed · Opens 9 am Thu,"{'latitude': 24.9586245, 'longitude': 83.0090025}",0x398e4e6c04fb8709:0x9998fc6f4a5154dd
"Anandi Water Park, Lucknow",Water Parks,"Mirzapur, Uttar Pradesh",078510 06719,http://www.anandiwaterpark.co.in/,3.9,,"Canal Road, Faizabad Rd, beside Indra Canal, Lucknow, Uttar Pradesh 226028",Closed · Opens 10 am Thu,"{'latitude': 26.883399299999997, 'longitude': 81.0805298}",0x399be1f96ef730d5:0x8da9357df2d16ace
Funtasia Waterpark and Resort,Water Parks,"Mirzapur, Uttar Pradesh",087378 57890,http://funtasiawaterpark.com/,4.4,,"Lodhan, near Varanasi Ring road, Chandmari, Varanasi, Uttar Pradesh 221003",Temporarily closed,"{'latitude': 25.3829508, 'longitude': 82.9549995}",0x398e2d4eb76aedc9:0x5f4fa3806c66b9a2
Ambedker Park,Water Parks,"Mirzapur, Uttar Pradesh",,,3.3,,"5H4Q+V3J, Chapour, Mirzapur-cum-Vindhyachal, Madan Patti, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.157222599999997, 'longitude': 82.58764359999999}",0x398fc10b06aedab9:0x2f9f61163051dd62
Aza Water Park,Water Parks,"Mirzapur, Uttar Pradesh",098396 54888,,3.4,,"Pandit Ramcharit Upadyaya Marg, Baddopur, Ainhia, Uttar Pradesh 276125",Closed · Opens 10:30 am Thu,"{'latitude': 26.0672879, 'longitude': 83.2039123}",0x3991a3f282c654dd:0x92f9f6fc15487c8f
H2O WATER FUN PARK,Water Parks,"Mirzapur, Uttar Pradesh",,,,,"3H39+GH7, Bhokawa, Uttar Pradesh 231307",,"{'latitude': 25.0537776, 'longitude': 82.56891379999999}",0x398fbf003bf733e9:0x5af527651cfb6e9e
Konark Grand Hotel Mirzapur,Resorts,"Mirzapur, Uttar Pradesh",063889 05959,,4.1,,"Sabri, Jangi Rd, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",,"{'latitude': 25.1366124, 'longitude': 82.55866669999999}",0x398fea83b7522d0d:0x890a34b30e957866
The Retreat,Resorts,"Mirzapur, Uttar Pradesh",073101 09332,,4.1,,"Kantit, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1579834, 'longitude': 82.5169873}",0x398febbceaaaa797:0xe0a0edf9e19b0fba
Hotel Gen X Mirzapur,Resorts,"Mirzapur, Uttar Pradesh",091198 00136,https://www.subahotels.com/genx-mirzapur-hotel/,4.3,,"Fun City Rd, Natwa, Compund, Mahant Shivala, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.147650799999997, 'longitude': 82.54919439999999}",0x398feba6158e3a3d:0xadfc7ea977a36ee4
Hotel Vindhya Residency,Resorts,"Mirzapur, Uttar Pradesh",096952 32547,,3.7,,"Vindhya residency, Engineer shahab ki kothi, Rehada Chungi, Vindhyachal,, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1603265, 'longitude': 82.5053507}",0x398febb93b5311db:0x211b348a050eb0aa
Capital O 61271 The Retreat,Resorts,"Mirzapur, Uttar Pradesh",0124 620 1516,https://www.oyorooms.com/82193,4.2,,"Vindhyachal Main Rd, Kantit, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.157917899999998, 'longitude': 82.5169698}",0x398febb316c06fab:0xf34b514e3b52d59d
Avexia Fun City Resort,Resorts,"Mirzapur, Uttar Pradesh",092890 56239,http://www.avexiahotels.com/,3.7,,"Shivala Mahanth, Fun City Road, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.146717, 'longitude': 82.54936}",0x398fea62e19fd627:0x51055f0b99b99178
