name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
Bajarangi Dhaba & Restaurant,Cafes,"Sonbhadra, Uttar Pradesh",,,4.1,2046,"P366+QXX, Ganguar, Robertsganj, Ganguar, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.711982499999998, 'longitude': 83.0624721}",0x398ef839666c06eb:0x711699be2f0b14e2
Food Costa Sonbhadra,Cafes,"Sonbhadra, Uttar Pradesh",,https://scanmenu.in/mapping-url/foodcosta,5,7,"Maanpur, Road 183/1, Barkara, Robertsganj, Uttar Pradesh 231216",Open · Closes 11 pm,"{'latitude': 24.6991636, 'longitude': 83.0561759}",0x398ef93929721e55:0xa304f1f2c993a5ae
Zorko Cafe,Cafes,"Sonbhadra, Uttar Pradesh",,,4.8,93,"Zorko cafe, opposite of DIET complex, Amarati, Robertsganj, Ormaura, Uttar Pradesh 231216",Open · Closes 10 pm,"{'latitude': 24.6648349, 'longitude': 83.0611607}",0x398ef9d269067223:0xf945ce1548399d39
One Bite Sonbhadra,Cafes,"Sonbhadra, Uttar Pradesh",095806 45401,https://onebite.co.in/onebite-sonbhadra.html,4.4,237,"near Chauhan Petrol Pump, Badhauli Chowk, Robertsganj, Uttar Pradesh 231216",Open · Closes 10 pm,"{'latitude': 24.683920999999998, 'longitude': 83.06412189999999}",0x398ef9cbc516e053:0xc7b1c3180274103c
Ajay Vijay Restro & Cafe,Cafes,"Sonbhadra, Uttar Pradesh",,,4.4,14,"near Bank Of Baroda, New Colony, Robertsganj, Uttar Pradesh 231216",Open · Closes 10 pm,"{'latitude': 24.6892122, 'longitude': 83.0709803}",0x398ef900380b8b05:0x45319c7690abe742
Terracotta Coffee Club,Cafes,"Sonbhadra, Uttar Pradesh",096953 01266,,4.5,12,"Haidel Maidan Kachehri, Chauraha, Civil Line Rd, Robertsganj, Uttar Pradesh 231216",Open · Closes 11 pm,"{'latitude': 24.6846122, 'longitude': 83.06860259999999}",0x398ef9487fe67ec3:0x9105924b3522765a
Shraddha Saburi Dhaba And Family Resturant,Cafes,"Sonbhadra, Uttar Pradesh",091250 09591,,3.9,1143,"SH 5A, New Colony, Robertsganj, Uttar Pradesh 231216",Open · Closes 1 am,"{'latitude': 24.704107999999998, 'longitude': 83.0644033}",0x398ef83115600513:0x898cf2723468f8c2
Radhe Radhe dhaba and Shri jee family restaurant,Cafes,"Sonbhadra, Uttar Pradesh",,,4.3,589,"Budhat kala, SH 5A, Robertsganj, Beechhi, Uttar Pradesh 231216",Open · Closes 1:30 am,"{'latitude': 24.732316599999997, 'longitude': 83.0602876}",0x398ef9468b0b9add:0x38a3e5429ef35a9c
7th Heaven -Robertsganj,Cafes,"Sonbhadra, Uttar Pradesh",073184 56944,https://www.7thheaven.in/store-locator,4.7,292,"BARAULI CHAURAHA, Robertsganj, Uttar Pradesh 231216",Open · Closes 10 pm,"{'latitude': 24.6827224, 'longitude': 83.0638673}",0x127035a0b04c0f7:0xef33c7f2c02d8856
Break & Bite,Cafes,"Sonbhadra, Uttar Pradesh",,,5,2,"M3VC+J6X, New Colony, Robertsganj, Uttar Pradesh 231216",Open · Closes 10 pm,"{'latitude': 24.6941217, 'longitude': 83.0705948}",0x398ef9003b5de595:0xd461063f4874c54a
Tikka ' N ' TALKS,Cafes,"Sonbhadra, Uttar Pradesh",088587 05986,,4.8,391,"near v mart, Renukoot, Uttar Pradesh 231217",Open · Closes 11 pm,"{'latitude': 24.2266555, 'longitude': 83.04260699999999}",0x398edb7e5da38eb3:0xfdad2f77b92f84c2
Prem Hotel AC Room's & Family Restaurant,Cafes,"Sonbhadra, Uttar Pradesh",078608 74444,,3.6,546,"Bus Stand, New Market Ram Leela Maidan, behind Behind Roadways, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.687116, 'longitude': 83.06470999999999}",0x398ef9cf1a10cb7d:0xc4498ee2dab2d15d
Nilkanth restaurant,Cafes,"Sonbhadra, Uttar Pradesh",,,3.7,152,"Amarati, Robertsganj, Uttar Pradesh 231216",Open · Closes 5 pm,"{'latitude': 24.6735786, 'longitude': 83.0629154}",0x398ef98921ea626f:0xced202efac905169
Indian coffee House,Cafes,"Sonbhadra, Uttar Pradesh",095809 45224,https://www.indiancoffeehousejabalpur.com/,4,550,"Bus Stop, No 9, Plant-1 Rd, Renukoot, Uttar Pradesh 231217",Open · Closes 11 pm,"{'latitude': 24.2145212, 'longitude': 83.0362301}",0x398edbc91dec47a5:0x4d4a181b116d2a85
Bharat Food Court,Cafes,"Sonbhadra, Uttar Pradesh",099589 40337,,4.2,66,"Pannuganj Rd, near Tripti Jewellers, New Colony, Robertsganj, Uttar Pradesh 231216",Closed · Opens 12:30 pm,"{'latitude': 24.6895909, 'longitude': 83.0663367}",0x398ef92e320aca65:0xf5e5f1bb09a0035d
The Happy Soul event organiser Group,Event Management Companies,"Sonbhadra, Uttar Pradesh",098394 68892,,5,3,"M3W9+22Q, Chandi Hotel, Ambedakar Nagar Colony, SH 5 A, Babhnuli, New Colony, Robertsganj, Uttar Pradesh 231216",Open · Closes 10 pm,"{'latitude': 24.6950491, 'longitude': 83.06761809999999}",0x398ef9fd1e85d357:0xf9cb918adbba8912
The Event Choice Event Management Company,Event Management Companies,"Sonbhadra, Uttar Pradesh",096959 73311,https://www.theeventchoice.com/,5,10,"ARAJI NO-467 RAMDUTTPUR, near Happy Model School, Om Nagar Colony, Danganj, Varanasi, Ramdat Pur, Uttar Pradesh 221002",Open 24 hours,"{'latitude': 25.3700959, 'longitude': 83.0038084}",0xfd176bb87d6d1ab:0x7761f76f17a4b5ed
Gupta event,Event Management Companies,"Sonbhadra, Uttar Pradesh",074083 99611,https://instagram.com/lover_boy__1.0?igshid=OGQ5ZDc2ODk2ZA==,5,3,"Marachi Rd, Shahganj, Belatand, Uttar Pradesh 231215",Open 24 hours,"{'latitude': 24.7081645, 'longitude': 82.9458147}",0x398effbb0bf7b98b:0x8294a13b5e8265c4
Sone Palace Wedding & Party Lawn,Event Management Companies,"Sonbhadra, Uttar Pradesh",082878 27479,https://sonepalace.com/,4.2,275,"Sone Palace Party Lawn, near Chandi Tiraha, in front of IdGaah, Robertsganj, Uttar Pradesh 231216",Open · Closes 6 pm,"{'latitude': 24.7000539, 'longitude': 83.0654404}",0x398ef976bc8399b5:0xcbf160db8a4a8307
Red Leaf Events And Promotions,Event Management Companies,"Sonbhadra, Uttar Pradesh",,http://www.redleafevent.com/,5,37,,Open · Closes 6:30 pm,"{'latitude': 21.0680074, 'longitude': 82.7525294}",0x390d053675c465a7:0x6a40f5bd55ecf335
Vishal event dj vishal Vishal light,Event Management Companies,"Sonbhadra, Uttar Pradesh",,,5,7,"M3RC+CH7, Pannuganj Rd, near Bank Of Baroda, New Colony, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.6909812, 'longitude': 83.0706378}",0x398ef9004599f68f:0x3feae4b3c6028deb
AVIRAL VATIKA,Event Management Companies,"Sonbhadra, Uttar Pradesh",062600 47246,,4.9,219,"Nahar, SH 5A, near Tendu, Tendu, Kunda, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.7669827, 'longitude': 83.0642122}",0x398e57847f460883:0x77ad867342824582
Bilas Banquet,Event Management Companies,"Sonbhadra, Uttar Pradesh",077060 86411,,4.1,271,"Bilas Banquet, Musahi, Churk Rd, Churk, Uttar Pradesh 231206",Open 24 hours,"{'latitude': 24.6511323, 'longitude': 83.0848137}",0x398ef71b25d2534b:0x4175d61f25e6d70a
Kashivasi Event And Wedding Planner,Event Management Companies,"Sonbhadra, Uttar Pradesh",091614 80381,,5,251,"N 14/49, Khojwan Rd, Krishna Dev Nagar Colony, Sarai Nandan, Nagwa, Varanasi, Uttar Pradesh 221010",Open 24 hours,"{'latitude': 25.2857281, 'longitude': 82.987366}",0x398e335699d3d3d5:0x63e186a268861bbb
B.B.Vatika लॉन सोनभद्र Up-64,Event Management Companies,"Sonbhadra, Uttar Pradesh",088401 15653,,4.2,49,"M3Q3+QQH, Brahmnagar, Kamarhi, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.689673799999998, 'longitude': 83.0550765}",0x398ef9b62a6b16fd:0x2c1eeb1c0ca1e39f
D R DREAMS LUXURIOUS BANQUET,Event Management Companies,"Sonbhadra, Uttar Pradesh",,,4.2,102,"P367+562, SH 5A, Pushuli, Robertsganj, Ganguar, Uttar Pradesh 231216",,"{'latitude': 24.710378, 'longitude': 83.0630152}",0x398ef99387ad7b43:0xb9056bd05b7d71d9
Golu Madheshiya Official,Event Management Companies,"Sonbhadra, Uttar Pradesh",063866 87399,https://golu-madheshiya.ueniweb.com/?utm_campaign=gmb,5,3,,,"{'latitude': 22.6488275, 'longitude': 88.41457799999999}",0x398f25ec8b6e67d5:0x323e3f4533343527
Surya Tent House,Event Management Companies,"Sonbhadra, Uttar Pradesh",079059 37658,,5,2,"Lohara, Sukrit, Uttar Pradesh 231216",Open · Closes 5 pm,"{'latitude': 24.8767514, 'longitude': 83.04846909999999}",0x398e518cbae26b21:0x233b9d0b3bba2802
magic touch events,Event Management Companies,"Sonbhadra, Uttar Pradesh",083820 44997,https://magic-touch-events.grexa.site/,5,147,"C9/207 Second Floor,Hathua Market, near Syndicate Bank, Chetganj, Varanasi, Uttar Pradesh 221002",Open 24 hours,"{'latitude': 25.3214799, 'longitude': 82.99848}",0x398e2f5222090d97:0x7a0203d94ea3fb0e
Mangalam events and wedding planners,Event Management Companies,"Sonbhadra, Uttar Pradesh",098375 88866,,5,3,"Sadabad gate, Chawar Gate, Hathras, Uttar Pradesh 204101",Opens soon · 11:30 am,"{'latitude': 27.5914368, 'longitude': 78.0507813}",0x397485e33a4bfd6b:0xa40331cab1d6452c
